gene_id,total_count,samples_detected,samples_with_10_or_more
ENSG00000210082,73234131,36,36
ENSG00000198804,55831497,36,36
ENSG00000198712,27378016,36,36
ENSG00000198886,23601109,36,36
ENSG00000198938,20418540,36,36
ENSG00000198727,14719562,36,36
ENSG00000198899,12351354,36,36
ENSG00000198786,12177112,36,36
ENSG00000211459,11325634,36,36
ENSG00000198888,7989776,36,36
ENSG00000198763,7411678,36,36
ENSG00000198695,5560004,36,36
ENSG00000198840,3873280,36,36
ENSG00000212907,3398960,36,36
ENSG00000156508,2986255,36,36
ENSG00000166710,2322447,36,36
ENSG00000228253,1886586,36,36
ENSG00000090382,1454680,36,36
ENSG00000245532,1310550,36,36
ENSG00000108602,1178465,36,36
ENSG00000111640,1005525,36,36
ENSG00000130066,944551,36,36
ENSG00000104368,932072,35,32
ENSG00000142541,760621,36,36
ENSG00000067225,737838,36,36
ENSG00000210196,725823,36,36
ENSG00000034510,709446,36,36
ENSG00000248527,701976,36,36
ENSG00000170421,682786,36,36
ENSG00000089157,647780,36,36
ENSG00000133112,626432,36,36
ENSG00000167658,618572,36,36
ENSG00000125999,618050,36,36
ENSG00000100316,596985,36,36
ENSG00000160181,587228,36,36
ENSG00000075624,581781,36,36
ENSG00000182718,576929,36,36
ENSG00000160182,568556,36,36
ENSG00000087086,560702,36,36
ENSG00000171345,559236,36,36
ENSG00000140988,556840,36,36
ENSG00000174444,550119,36,36
ENSG00000205542,547862,36,36
ENSG00000108654,543964,36,36
ENSG00000197956,541141,36,36
ENSG00000234745,540629,36,36
ENSG00000184956,535399,36,36
ENSG00000210135,507547,36,36
ENSG00000074800,499766,36,36
ENSG00000100201,499224,36,36
ENSG00000206503,498183,36,36
ENSG00000198203,493052,36,36
ENSG00000137154,483918,36,36
ENSG00000187514,483452,36,36
ENSG00000148346,464198,36,36
ENSG00000102144,459257,36,36
ENSG00000105372,452087,36,36
ENSG00000142534,446503,36,36
ENSG00000166598,438542,36,36
ENSG00000135486,425072,36,36
ENSG00000019582,425058,36,36
ENSG00000070756,415891,36,36
ENSG00000134333,415704,36,36
ENSG00000168028,415421,36,36
ENSG00000066405,407767,36,36
ENSG00000122566,407057,36,36
ENSG00000167978,406408,36,36
ENSG00000169045,399958,36,36
ENSG00000096088,398978,36,36
ENSG00000140105,397499,36,36
ENSG00000148303,393315,36,36
ENSG00000149273,391654,36,36
ENSG00000142937,384910,36,36
ENSG00000147604,381727,36,36
ENSG00000185215,377206,36,36
ENSG00000229117,376444,36,36
ENSG00000156976,366662,36,36
ENSG00000174748,366182,36,36
ENSG00000105640,365049,36,36
ENSG00000102265,362943,36,36
ENSG00000089009,362660,36,36
ENSG00000184009,362327,36,36
ENSG00000204628,359462,36,36
ENSG00000185499,358221,36,36
ENSG00000265972,356690,36,36
ENSG00000196262,354858,36,36
ENSG00000161016,351745,36,36
ENSG00000231500,350970,36,36
ENSG00000210140,348774,36,36
ENSG00000176153,345385,36,36
ENSG00000150991,345004,36,36
ENSG00000167526,344305,36,36
ENSG00000147403,344060,36,36
ENSG00000204592,343837,36,36
ENSG00000112715,338537,36,36
ENSG00000080824,336146,36,36
ENSG00000145425,334138,36,36
ENSG00000138326,333525,36,36
ENSG00000162896,332501,36,36
ENSG00000181163,326799,36,36
ENSG00000096384,325380,36,36
ENSG00000115524,320695,36,36
ENSG00000272398,318540,36,36
ENSG00000198034,317832,36,36
ENSG00000162909,317818,36,36
ENSG00000099194,316884,36,36
ENSG00000164587,315835,36,36
ENSG00000225630,313626,36,36
ENSG00000122406,313172,36,36
ENSG00000134884,311633,36,36
ENSG00000072778,310397,36,36
ENSG00000142676,308696,36,36
ENSG00000167460,300912,36,36
ENSG00000071082,296804,36,36
ENSG00000135821,294340,36,36
ENSG00000108848,293730,36,36
ENSG00000215182,290531,36,36
ENSG00000008988,290084,36,36
ENSG00000197958,285396,36,36
ENSG00000117335,283837,36,36
ENSG00000108298,282791,36,36
ENSG00000111057,282202,36,36
ENSG00000179218,282025,36,36
ENSG00000021355,281732,36,36
ENSG00000164111,281483,36,36
ENSG00000065978,280140,36,36
ENSG00000164924,279526,36,36
ENSG00000162244,279333,36,36
ENSG00000026025,278707,36,36
ENSG00000106541,275910,36,36
ENSG00000087460,275901,36,36
ENSG00000137818,273072,36,36
ENSG00000204525,271361,36,36
ENSG00000063177,269017,36,36
ENSG00000143153,268742,36,36
ENSG00000110321,267217,36,36
ENSG00000100345,265865,36,36
ENSG00000125691,262517,36,36
ENSG00000166441,260569,36,36
ENSG00000128272,259043,36,36
ENSG00000092199,257710,36,36
ENSG00000132424,256901,36,36
ENSG00000131051,255896,36,36
ENSG00000147162,254970,36,36
ENSG00000163931,253675,36,36
ENSG00000251562,252809,36,36
ENSG00000139644,252782,36,36
ENSG00000111669,251788,36,36
ENSG00000105825,249647,28,25
ENSG00000198959,249128,36,36
ENSG00000116754,247718,36,36
ENSG00000142192,247664,36,36
ENSG00000044574,244613,36,36
ENSG00000130513,244468,36,36
ENSG00000173821,242107,36,36
ENSG00000185624,240949,36,36
ENSG00000173812,235568,36,36
ENSG00000143933,233616,36,36
ENSG00000145592,231993,36,36
ENSG00000125844,231522,36,36
ENSG00000150093,230571,36,36
ENSG00000115414,228604,36,36
ENSG00000109971,228294,36,36
ENSG00000105193,228172,36,36
ENSG00000167004,227976,36,36
ENSG00000132475,227936,36,36
ENSG00000110955,227703,36,36
ENSG00000108679,227201,36,36
ENSG00000197756,227156,36,36
ENSG00000112306,226742,36,36
ENSG00000144713,226522,36,36
ENSG00000115053,226316,36,36
ENSG00000092841,225662,36,36
ENSG00000163660,225618,36,36
ENSG00000062716,225533,36,36
ENSG00000163435,223847,36,36
ENSG00000198242,223542,36,36
ENSG00000197249,221236,36,36
ENSG00000170889,219497,36,36
ENSG00000167996,217354,36,36
ENSG00000196576,215119,36,36
ENSG00000124942,214716,36,36
ENSG00000127022,214393,36,36
ENSG00000170345,213935,36,36
ENSG00000152795,212907,36,36
ENSG00000115677,211715,36,36
ENSG00000170144,210490,36,36
ENSG00000221978,207704,36,36
ENSG00000196188,207408,36,36
ENSG00000118181,207223,36,36
ENSG00000009307,206506,36,36
ENSG00000171863,206103,36,36
ENSG00000108107,205886,36,36
ENSG00000177606,205822,36,36
ENSG00000109046,205632,36,36
ENSG00000196924,203066,36,36
ENSG00000143384,201315,36,36
ENSG00000198755,200159,36,36
ENSG00000172270,199435,36,36
ENSG00000112697,199216,36,36
ENSG00000120306,197525,36,36
ENSG00000197746,196548,36,36
ENSG00000116560,196431,36,36
ENSG00000085733,195011,36,36
ENSG00000165119,194917,36,36
ENSG00000143947,194857,36,36
ENSG00000115648,194282,36,36
ENSG00000105220,193062,36,36
ENSG00000091409,192415,36,36
ENSG00000136068,192152,36,36
ENSG00000188846,191425,36,36
ENSG00000198363,190569,36,36
ENSG00000167615,190315,36,36
ENSG00000131469,189527,36,36
ENSG00000108846,188942,36,36
ENSG00000275896,184522,36,36
ENSG00000135404,182407,36,36
ENSG00000169429,182137,36,36
ENSG00000187109,182023,36,36
ENSG00000063046,181975,36,36
ENSG00000152234,181884,36,36
ENSG00000067560,180268,36,36
ENSG00000118680,179571,36,36
ENSG00000107581,179348,36,36
ENSG00000134294,176824,36,36
ENSG00000026508,176733,36,36
ENSG00000124762,176173,36,36
ENSG00000122026,176084,36,36
ENSG00000145632,175251,36,36
ENSG00000100644,174695,36,36
ENSG00000127324,174327,36,36
ENSG00000092820,174168,36,36
ENSG00000104419,173794,36,36
ENSG00000100650,173581,36,36
ENSG00000116260,173064,36,36
ENSG00000004534,172938,36,36
ENSG00000103534,172430,36,36
ENSG00000237550,172123,36,36
ENSG00000115268,171841,36,36
ENSG00000172757,171682,36,36
ENSG00000110700,171400,36,36
ENSG00000108953,168626,36,36
ENSG00000168385,168501,36,36
ENSG00000079805,168480,36,36
ENSG00000184012,167846,36,36
ENSG00000136942,167372,36,36
ENSG00000109511,166817,36,36
ENSG00000136938,165859,36,36
ENSG00000084234,165456,36,36
ENSG00000204287,164937,36,34
ENSG00000159167,164723,36,35
ENSG00000137309,164491,36,36
ENSG00000109475,164375,36,36
ENSG00000119335,163992,36,36
ENSG00000177106,163432,36,36
ENSG00000136238,162909,36,36
ENSG00000189403,162574,36,36
ENSG00000196531,161598,36,36
ENSG00000110092,161353,36,36
ENSG00000119707,161176,36,36
ENSG00000083845,161124,36,36
ENSG00000163682,160618,36,36
ENSG00000153187,159154,36,36
ENSG00000215301,159107,36,36
ENSG00000163399,158898,36,36
ENSG00000182899,158769,36,36
ENSG00000084207,158562,36,36
ENSG00000138668,158377,36,36
ENSG00000114391,158008,36,36
ENSG00000158710,157958,36,36
ENSG00000135480,157799,36,36
ENSG00000144381,157753,36,36
ENSG00000115415,157606,36,36
ENSG00000115306,157216,36,36
ENSG00000114857,157130,36,36
ENSG00000162645,156785,36,36
ENSG00000139289,156245,36,36
ENSG00000260032,155752,36,36
ENSG00000100813,155582,36,36
ENSG00000107372,154883,36,36
ENSG00000198467,154235,36,36
ENSG00000169908,153417,36,36
ENSG00000129351,153359,36,36
ENSG00000077147,153153,36,36
ENSG00000161798,152113,36,36
ENSG00000104852,151245,36,36
ENSG00000100342,151106,36,36
ENSG00000198918,150861,36,36
ENSG00000213719,150695,36,36
ENSG00000147140,150616,36,36
ENSG00000164733,149998,36,36
ENSG00000182240,148591,36,36
ENSG00000163466,148408,36,36
ENSG00000013588,147992,36,36
ENSG00000189060,147186,36,36
ENSG00000145741,147180,36,36
ENSG00000152558,146493,36,36
ENSG00000079459,145796,36,36
ENSG00000109332,145401,36,36
ENSG00000234741,144897,36,36
ENSG00000197930,144882,36,36
ENSG00000182944,144555,36,36
ENSG00000106258,144034,36,36
ENSG00000143549,143993,36,36
ENSG00000104904,143892,36,36
ENSG00000074695,143484,36,36
ENSG00000138071,143449,36,36
ENSG00000100097,143422,36,35
ENSG00000112096,143122,36,36
ENSG00000129250,142852,36,36
ENSG00000120889,142466,36,36
ENSG00000177600,142420,36,36
ENSG00000115641,142285,36,36
ENSG00000135046,141674,36,36
ENSG00000126709,141587,36,36
ENSG00000085063,140950,36,36
ENSG00000198408,140879,36,36
ENSG00000136156,140824,36,36
ENSG00000181019,140269,36,36
ENSG00000232931,140217,36,36
ENSG00000198563,139624,36,36
ENSG00000221983,139553,36,36
ENSG00000075415,139505,36,36
ENSG00000136153,139371,36,36
ENSG00000177954,138961,36,36
ENSG00000132470,138921,36,36
ENSG00000101608,138212,36,36
ENSG00000067082,137351,36,36
ENSG00000131203,137311,18,14
ENSG00000132274,137263,36,36
ENSG00000143761,137091,36,36
ENSG00000104408,136389,36,36
ENSG00000135535,136312,36,36
ENSG00000189334,136297,36,36
ENSG00000168615,136024,36,36
ENSG00000133030,135951,36,36
ENSG00000118816,135858,36,36
ENSG00000100941,135468,36,36
ENSG00000106261,135287,36,36
ENSG00000172461,134955,36,36
ENSG00000163735,134693,34,33
ENSG00000204256,134014,36,36
ENSG00000131143,133733,36,36
ENSG00000136810,133532,36,36
ENSG00000073350,133425,36,36
ENSG00000119888,133314,36,36
ENSG00000044115,132951,36,36
ENSG00000160796,132863,36,36
ENSG00000108518,132697,36,36
ENSG00000198668,132549,36,36
ENSG00000170315,132242,36,36
ENSG00000205581,131984,36,36
ENSG00000184640,131960,36,36
ENSG00000142089,131916,36,36
ENSG00000148180,131852,36,36
ENSG00000124193,131667,36,36
ENSG00000169714,131085,36,36
ENSG00000141580,131011,36,36
ENSG00000141367,130601,36,36
ENSG00000099622,130223,36,36
ENSG00000125868,130093,36,36
ENSG00000196975,129781,36,36
ENSG00000124145,129423,36,36
ENSG00000106366,129402,32,28
ENSG00000167642,129125,36,36
ENSG00000102804,128695,36,36
ENSG00000185088,127989,36,36
ENSG00000106392,127718,36,36
ENSG00000142173,127675,34,28
ENSG00000109606,126906,36,36
ENSG00000186468,126404,36,36
ENSG00000058262,126267,36,36
ENSG00000136830,125755,36,36
ENSG00000165949,125737,36,36
ENSG00000115310,125550,36,36
ENSG00000135052,125383,36,36
ENSG00000088340,124943,36,36
ENSG00000135679,124858,36,36
ENSG00000137648,123867,36,36
ENSG00000071054,123791,36,36
ENSG00000115523,123533,18,13
ENSG00000116209,123389,36,36
ENSG00000010278,123389,36,36
ENSG00000123562,122576,36,36
ENSG00000203697,122529,36,36
ENSG00000175061,122414,36,36
ENSG00000124570,122224,36,36
ENSG00000130402,122067,36,36
ENSG00000177697,121499,36,36
ENSG00000116001,121265,36,36
ENSG00000171617,121046,36,36
ENSG00000134398,120801,36,36
ENSG00000169100,120582,36,36
ENSG00000127481,120549,36,36
ENSG00000159140,120380,36,36
ENSG00000197601,120103,36,36
ENSG00000133657,120051,36,36
ENSG00000140264,119003,36,36
ENSG00000160789,118986,36,36
ENSG00000156482,118759,36,36
ENSG00000089280,118462,36,36
ENSG00000129538,118119,36,36
ENSG00000168906,118045,36,36
ENSG00000270647,117940,36,36
ENSG00000188529,117622,36,36
ENSG00000148175,117280,36,36
ENSG00000196776,116718,36,36
ENSG00000072110,116393,36,36
ENSG00000151726,116289,36,36
ENSG00000169710,116268,36,36
ENSG00000005884,116083,36,36
ENSG00000078369,116006,36,36
ENSG00000100911,115641,36,36
ENSG00000117450,115570,36,36
ENSG00000105373,115431,36,36
ENSG00000196139,115123,36,36
ENSG00000111674,115097,36,36
ENSG00000072210,114969,36,36
ENSG00000129521,114934,36,36
ENSG00000003756,114623,36,36
ENSG00000112081,114604,36,36
ENSG00000122359,114514,36,36
ENSG00000253368,114415,36,36
ENSG00000196230,114342,36,36
ENSG00000182087,114087,36,36
ENSG00000163191,112672,36,36
ENSG00000113328,112622,36,36
ENSG00000130702,112403,36,36
ENSG00000173230,112354,36,36
ENSG00000196586,112055,36,36
ENSG00000138119,111722,36,36
ENSG00000091136,111259,36,36
ENSG00000127184,111110,36,36
ENSG00000138069,111076,36,36
ENSG00000175265,110706,36,36
ENSG00000142864,110705,36,36
ENSG00000105401,110552,36,36
ENSG00000065809,110173,36,36
ENSG00000173848,110096,36,36
ENSG00000082898,110039,36,36
ENSG00000160932,109610,36,36
ENSG00000196205,109572,36,36
ENSG00000183255,109497,36,36
ENSG00000168394,109324,36,36
ENSG00000144224,109272,36,36
ENSG00000178209,109225,36,36
ENSG00000185787,109122,36,36
ENSG00000042980,109071,36,36
ENSG00000106682,109032,36,36
ENSG00000090060,108851,36,36
ENSG00000171314,108670,36,36
ENSG00000141959,108642,36,36
ENSG00000116478,108511,36,36
ENSG00000166012,108401,36,36
ENSG00000138834,108310,36,36
ENSG00000100918,107914,36,36
ENSG00000116489,107901,36,36
ENSG00000127603,107548,36,36
ENSG00000130164,107436,36,36
ENSG00000164050,106945,36,36
ENSG00000010244,106915,36,36
ENSG00000099875,106894,36,36
ENSG00000151923,106877,36,36
ENSG00000213585,106596,36,36
ENSG00000128595,106579,36,36
ENSG00000138434,106522,36,36
ENSG00000121741,106468,36,36
ENSG00000134107,106308,36,36
ENSG00000008517,106257,36,36
ENSG00000184007,106169,36,36
ENSG00000117523,106159,36,36
ENSG00000050405,105876,36,36
ENSG00000088448,105732,36,36
ENSG00000156467,105523,36,36
ENSG00000141279,105508,36,36
ENSG00000054654,105319,36,36
ENSG00000073756,105259,35,31
ENSG00000179010,105214,36,36
ENSG00000052802,104858,36,36
ENSG00000163993,104817,36,36
ENSG00000173575,104643,36,36
ENSG00000153914,104535,36,36
ENSG00000197747,104471,36,36
ENSG00000166913,104366,36,36
ENSG00000197694,104116,36,36
ENSG00000152332,104112,36,36
ENSG00000161011,103973,36,36
ENSG00000185043,103779,36,36
ENSG00000117472,103580,36,36
ENSG00000140740,103487,36,36
ENSG00000148700,103468,36,36
ENSG00000204385,103382,36,36
ENSG00000182670,103276,36,36
ENSG00000110958,103243,36,36
ENSG00000101199,103200,36,36
ENSG00000198561,102920,36,36
ENSG00000126777,102911,36,36
ENSG00000197142,102801,36,36
ENSG00000146731,102669,36,36
ENSG00000184432,102513,36,36
ENSG00000137575,102405,36,36
ENSG00000142910,102375,36,36
ENSG00000140391,102271,36,36
ENSG00000067057,102168,36,36
ENSG00000137801,101985,36,36
ENSG00000170759,101973,36,36
ENSG00000189377,101952,36,36
ENSG00000143742,101800,36,36
ENSG00000197506,101433,36,36
ENSG00000175455,101370,36,36
ENSG00000173193,101155,36,36
ENSG00000163041,101006,36,36
ENSG00000013364,100987,36,36
ENSG00000152952,100846,36,36
ENSG00000129824,100724,36,36
ENSG00000125977,100606,36,36
ENSG00000143321,100323,36,36
ENSG00000108256,100045,36,36
ENSG00000170348,99889,36,36
ENSG00000168137,99870,36,36
ENSG00000122565,99865,36,36
ENSG00000145495,99699,36,36
ENSG00000162368,99622,36,36
ENSG00000160710,99593,36,36
ENSG00000086598,99577,36,36
ENSG00000168374,99456,36,36
ENSG00000126432,99282,36,36
ENSG00000122884,99211,36,36
ENSG00000110719,99168,36,36
ENSG00000115457,99087,36,36
ENSG00000116133,99031,36,36
ENSG00000166888,99005,36,36
ENSG00000013441,98673,36,36
ENSG00000139163,98534,36,36
ENSG00000165280,98519,36,36
ENSG00000135373,98518,36,36
ENSG00000138413,98367,36,36
ENSG00000060138,98353,36,36
ENSG00000068697,98188,36,36
ENSG00000271503,98109,25,14
ENSG00000102554,98039,36,36
ENSG00000114120,97651,36,36
ENSG00000182606,97322,36,36
ENSG00000113013,97151,36,36
ENSG00000170004,97148,36,36
ENSG00000130255,97005,36,36
ENSG00000112972,97003,36,36
ENSG00000069275,96680,36,36
ENSG00000188157,96679,36,36
ENSG00000065613,96108,36,36
ENSG00000175899,95993,30,26
ENSG00000213639,95646,36,36
ENSG00000071127,95576,36,36
ENSG00000176454,95284,36,36
ENSG00000137504,95278,36,36
ENSG00000183283,95054,36,36
ENSG00000082153,94785,36,36
ENSG00000087365,94731,36,36
ENSG00000170540,94634,36,36
ENSG00000164032,94528,36,36
ENSG00000124831,94456,36,36
ENSG00000089597,94378,36,36
ENSG00000136240,94320,36,36
ENSG00000142156,93877,36,36
ENSG00000138772,93853,36,36
ENSG00000173209,93834,36,36
ENSG00000088992,93822,36,36
ENSG00000120875,93752,36,36
ENSG00000116350,93680,36,36
ENSG00000005022,93564,36,36
ENSG00000141753,93488,36,36
ENSG00000134308,93433,36,36
ENSG00000104964,93421,36,36
ENSG00000140319,93279,36,36
ENSG00000117616,93253,36,36
ENSG00000168036,93233,36,36
ENSG00000198911,93191,36,36
ENSG00000112739,92745,36,36
ENSG00000154451,92649,18,12
ENSG00000172809,92405,36,36
ENSG00000185650,92404,36,36
ENSG00000078618,92040,36,36
ENSG00000162522,91991,36,36
ENSG00000178950,91983,36,36
ENSG00000096746,91888,36,36
ENSG00000137409,91852,36,36
ENSG00000135926,91749,36,36
ENSG00000120708,91705,36,34
ENSG00000106153,91608,36,36
ENSG00000100219,91427,36,36
ENSG00000131981,91238,36,36
ENSG00000091490,91234,36,36
ENSG00000172890,91114,36,36
ENSG00000103187,91076,36,36
ENSG00000075292,91041,36,36
ENSG00000073605,90967,36,36
ENSG00000130741,90879,36,36
ENSG00000096696,90662,36,36
ENSG00000166949,90565,36,36
ENSG00000057608,90515,36,36
ENSG00000188612,90493,36,36
ENSG00000113504,90460,36,36
ENSG00000205339,90294,36,36
ENSG00000002834,90234,36,36
ENSG00000163527,90215,36,36
ENSG00000168066,90020,36,36
ENSG00000163516,90017,36,36
ENSG00000132341,89925,36,36
ENSG00000142634,89793,36,36
ENSG00000140575,89791,36,36
ENSG00000157557,89730,36,36
ENSG00000047410,89644,36,36
ENSG00000153113,89572,36,36
ENSG00000203485,89488,36,36
ENSG00000164828,89401,36,36
ENSG00000145012,89306,36,36
ENSG00000029363,89153,36,36
ENSG00000103888,89130,36,36
ENSG00000188229,89002,36,36
ENSG00000149806,88820,36,36
ENSG00000100664,88795,36,36
ENSG00000142168,88726,36,36
ENSG00000143774,88666,36,36
ENSG00000134186,88597,36,36
ENSG00000164754,88567,36,36
ENSG00000147677,88532,36,36
ENSG00000111229,88506,36,36
ENSG00000169248,88416,28,22
ENSG00000041357,88405,36,36
ENSG00000141551,88357,36,36
ENSG00000198087,88276,36,36
ENSG00000155660,88119,36,36
ENSG00000105701,88085,36,36
ENSG00000103769,88016,36,36
ENSG00000116906,87819,36,36
ENSG00000127483,87789,36,36
ENSG00000116679,87688,36,36
ENSG00000121858,87624,36,36
ENSG00000092010,87618,36,36
ENSG00000132485,87356,36,36
ENSG00000131389,87350,36,36
ENSG00000142657,87266,36,36
ENSG00000161203,87254,36,36
ENSG00000114942,87215,36,36
ENSG00000197111,87197,36,36
ENSG00000240342,87177,36,36
ENSG00000169813,87165,36,36
ENSG00000175538,87155,36,36
ENSG00000108424,87019,36,36
ENSG00000132507,86905,36,36
ENSG00000131069,86757,36,36
ENSG00000134440,86610,36,36
ENSG00000095066,86579,36,36
ENSG00000126247,86536,36,36
ENSG00000172037,86513,36,36
ENSG00000100380,86316,36,36
ENSG00000181789,86293,36,36
ENSG00000109920,86276,36,36
ENSG00000119314,86229,36,36
ENSG00000006125,85949,36,36
ENSG00000196187,85936,36,36
ENSG00000165092,85906,36,36
ENSG00000163902,85879,36,36
ENSG00000113282,85779,36,36
ENSG00000114867,85724,36,36
ENSG00000124766,85523,36,36
ENSG00000064607,85499,36,36
ENSG00000215252,85487,36,36
ENSG00000077044,85467,36,36
ENSG00000115091,85408,36,36
ENSG00000136527,85085,36,36
ENSG00000111275,85045,36,36
ENSG00000196419,84962,36,36
ENSG00000108946,84920,36,36
ENSG00000048828,84824,36,36
ENSG00000100836,84763,36,36
ENSG00000130787,84758,36,36
ENSG00000118705,84697,36,36
ENSG00000111319,84687,36,36
ENSG00000156261,84647,36,36
ENSG00000110651,84604,36,36
ENSG00000198231,84598,36,36
ENSG00000175130,84580,36,36
ENSG00000147274,84563,36,36
ENSG00000174437,84562,36,36
ENSG00000170525,84378,36,36
ENSG00000095564,84360,36,36
ENSG00000133639,84190,36,36
ENSG00000152291,84142,36,36
ENSG00000123349,84114,36,36
ENSG00000178038,84076,36,36
ENSG00000125347,84014,36,36
ENSG00000123159,83940,36,36
ENSG00000186298,83830,36,36
ENSG00000196611,83803,35,34
ENSG00000122218,83715,36,36
ENSG00000173726,83500,36,36
ENSG00000124222,83486,36,36
ENSG00000011304,83407,36,36
ENSG00000115461,83313,28,25
ENSG00000165678,83298,36,36
ENSG00000162923,83221,36,36
ENSG00000135048,83033,36,36
ENSG00000130175,82822,36,36
ENSG00000123240,82805,36,36
ENSG00000101558,82780,36,36
ENSG00000115875,82752,36,36
ENSG00000149187,82724,36,36
ENSG00000165629,82688,36,36
ENSG00000197728,82609,36,36
ENSG00000133872,82550,36,36
ENSG00000127951,82499,32,28
ENSG00000198830,82454,36,36
ENSG00000144802,82361,36,36
ENSG00000144674,82292,36,36
ENSG00000086061,82118,36,36
ENSG00000253352,82115,36,36
ENSG00000158417,82105,36,36
ENSG00000134324,81748,36,36
ENSG00000067048,81717,36,36
ENSG00000100600,81696,36,36
ENSG00000072310,81587,36,36
ENSG00000023445,81392,36,36
ENSG00000130985,81389,36,36
ENSG00000138760,81237,36,36
ENSG00000138757,81170,36,36
ENSG00000149418,81083,36,36
ENSG00000197912,81074,36,36
ENSG00000173660,80905,36,36
ENSG00000111897,80876,36,36
ENSG00000184787,80808,36,36
ENSG00000180817,80706,36,36
ENSG00000124920,80703,36,36
ENSG00000231925,80567,36,36
ENSG00000135387,80510,36,36
ENSG00000197448,80407,36,36
ENSG00000141503,80350,36,36
ENSG00000137331,80329,36,36
ENSG00000168214,80318,36,36
ENSG00000233276,80193,36,36
ENSG00000104517,80019,36,36
ENSG00000072364,79810,36,36
ENSG00000169245,79611,30,25
ENSG00000244038,79552,36,36
ENSG00000244754,79510,36,36
ENSG00000196504,79470,36,36
ENSG00000186480,79443,36,36
ENSG00000165929,79421,36,36
ENSG00000079246,79402,36,36
ENSG00000065000,79297,36,36
ENSG00000145901,79274,36,36
ENSG00000160014,79209,36,36
ENSG00000137845,79190,36,36
ENSG00000112378,78888,36,36
ENSG00000083857,78804,36,36
ENSG00000196937,78789,36,36
ENSG00000119318,78769,36,36
ENSG00000153827,78639,36,36
ENSG00000128335,78584,36,36
ENSG00000071575,78562,36,36
ENSG00000196167,78543,36,35
ENSG00000064651,78531,36,36
ENSG00000148248,78510,36,36
ENSG00000171858,78499,36,36
ENSG00000182149,78423,36,36
ENSG00000078668,78194,36,36
ENSG00000130396,78153,36,36
ENSG00000198380,78082,36,36
ENSG00000081154,78057,36,36
ENSG00000087088,77930,36,36
ENSG00000107863,77827,36,36
ENSG00000152601,77767,36,36
ENSG00000103222,77693,36,36
ENSG00000185591,77642,36,36
ENSG00000146674,77562,35,34
ENSG00000047849,77544,36,36
ENSG00000108582,77522,36,36
ENSG00000162337,77497,36,36
ENSG00000130726,77438,36,36
ENSG00000275023,77150,36,36
ENSG00000113648,77147,36,36
ENSG00000177156,77021,36,36
ENSG00000068745,76977,36,36
ENSG00000107223,76903,36,36
ENSG00000007062,76871,36,36
ENSG00000198431,76774,36,36
ENSG00000147065,76745,33,28
ENSG00000144283,76618,36,36
ENSG00000205922,76544,36,36
ENSG00000116288,76450,36,36
ENSG00000125148,76445,36,36
ENSG00000005700,76290,36,36
ENSG00000120742,76205,36,36
ENSG00000095787,76189,36,36
ENSG00000144028,76133,36,36
ENSG00000137497,76027,36,36
ENSG00000171862,75890,36,36
ENSG00000124783,75889,36,36
ENSG00000129083,75791,36,36
ENSG00000168710,75740,36,36
ENSG00000159399,75707,36,36
ENSG00000112308,75650,36,36
ENSG00000143420,75528,36,36
ENSG00000085224,75385,36,36
ENSG00000104765,75375,36,36
ENSG00000111011,75350,36,36
ENSG00000147676,75337,36,36
ENSG00000178952,75181,36,36
ENSG00000113649,75126,36,36
ENSG00000197969,75100,36,36
ENSG00000157106,75076,36,36
ENSG00000204264,74832,36,36
ENSG00000182326,74764,34,33
ENSG00000169504,74760,36,36
ENSG00000102699,74644,36,36
ENSG00000214530,74612,36,36
ENSG00000153944,74559,36,36
ENSG00000106263,74459,36,36
ENSG00000048392,74451,36,36
ENSG00000131746,74330,36,36
ENSG00000186591,74275,36,36
ENSG00000067167,74268,36,36
ENSG00000185033,74245,36,36
ENSG00000003402,74231,36,36
ENSG00000090686,74225,36,36
ENSG00000140983,74203,36,36
ENSG00000110888,74017,36,36
ENSG00000172667,73978,36,36
ENSG00000125991,73961,36,36
ENSG00000120885,73835,36,36
ENSG00000135720,73779,36,36
ENSG00000105835,73740,36,36
ENSG00000143878,73619,36,36
ENSG00000011405,73601,36,36
ENSG00000137776,73584,36,36
ENSG00000008952,73425,36,36
ENSG00000134574,73420,36,36
ENSG00000131002,73408,36,36
ENSG00000174502,73373,36,36
ENSG00000142627,73362,36,36
ENSG00000160209,73352,36,36
ENSG00000196914,73090,36,36
ENSG00000196235,72932,36,36
ENSG00000075785,72787,36,36
ENSG00000108039,72751,36,36
ENSG00000145730,72743,36,36
ENSG00000196739,72681,36,36
ENSG00000112473,72634,36,36
ENSG00000157227,72626,36,36
ENSG00000033178,72605,36,36
ENSG00000117984,72556,36,36
ENSG00000101782,72495,36,36
ENSG00000163714,72455,36,36
ENSG00000178980,72434,36,36
ENSG00000101439,72377,36,36
ENSG00000012822,72343,36,36
ENSG00000113161,72312,36,36
ENSG00000165672,72233,36,36
ENSG00000163479,72191,36,36
ENSG00000006453,72187,36,36
ENSG00000143924,72172,36,36
ENSG00000060339,72163,36,36
ENSG00000031698,72091,36,36
ENSG00000088832,71981,36,36
ENSG00000266412,71946,36,36
ENSG00000116251,71663,36,36
ENSG00000105438,71582,36,36
ENSG00000188647,71501,36,36
ENSG00000128342,71499,36,36
ENSG00000124795,71460,36,36
ENSG00000204642,71447,36,36
ENSG00000077097,71361,36,36
