"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000143847",144.562906049256,-4.36958746928969,0.501212517329087,-8.71803340542012,2.83075447198636e-18,8.56812763580831e-14
"ENSG00000157093",2.75284162567912,-23.5882896999451,2.73619249498783,-8.62084438253312,6.64621816041416e-18,1.00583865639708e-13
"ENSG00000130822",169.887471374091,-4.36587464177841,0.518594182124742,-8.41867261967903,3.80773810602085e-17,3.84175389976797e-13
"ENSG00000165188",701.216950762784,-1.99728599150406,0.247847529247454,-8.05852694020584,7.72193056595727e-16,5.24181547320187e-12
"ENSG00000257097",1.30612944572869,-29.9698438298833,3.72550196853531,-8.04451160756358,8.65900534095723e-16,5.24181547320187e-12
"ENSG00000266850",1.24767173118156,-29.6171558239454,3.72241475228178,-7.95643629066066,1.77065241627164e-15,8.40098321910196e-12
"ENSG00000219253",0.959016147296469,-29.6185049940178,3.72797163427567,-7.94493840073774,1.9428730848987e-15,8.40098321910196e-12
"ENSG00000280097",1.25602612239865,-29.5122731944362,3.72374099395488,-7.92543660860045,2.27346105699218e-15,8.60163990912991e-12
"ENSG00000202034",0.963253234099298,-29.4909721210522,3.72858569478718,-7.90942586146876,2.58578637293416e-15,8.69628688177458e-12
"ENSG00000278863",0.820417857540419,-29.1294696335893,3.74313094576187,-7.78211343810212,7.13228692096892e-15,2.15880060523887e-11
"ENSG00000259195",0.992871200021295,-29.0352990671075,3.74296311965008,-7.75730300805689,8.67544827742813e-15,2.38716789510177e-11
"ENSG00000197889",2.13061985850621,-23.5294001189087,3.29581971157607,-7.13916481422367,9.38996923928261e-13,2.18627376103543e-09
"ENSG00000271278",0.85708971800561,-27.07366438679,3.78799427834223,-7.14722948278541,8.85467836899082e-13,2.18627376103543e-09
"ENSG00000115008",2.0920866490921,-20.4115241056764,2.93898099367475,-6.94510245204238,3.7818576404081e-12,8.17637621856231e-09
"ENSG00000275322",2.18515864961641,-20.0244705862374,2.91422444104193,-6.87128633753343,6.36255351039937e-12,1.28387846435179e-08
"ENSG00000107159",840.808703616235,-2.51717527490679,0.371151621990259,-6.78206728939704,1.18468268425227e-11,2.24112346793424e-08
"ENSG00000223642",3.41796782620248,18.1417686739981,2.67851619999391,6.77306662324435,1.26080854343188e-11,2.24483252897625e-08
"ENSG00000254484",1.29201859189187,-25.5093279787865,3.78665764552043,-6.73663435324387,1.62097409189617e-11,2.72575798963962e-08
"ENSG00000253295",2.32114915151713,-23.167179991686,3.49289253137974,-6.63266326792329,3.29683346614508e-11,5.25202922911996e-08
"ENSG00000107984",191.336079009378,2.82144964957826,0.428670034463802,6.5818681567221,4.6457347313679e-11,7.03085494245218e-08
"ENSG00000255358",2.56050673223233,18.1608682648442,2.78695104601871,6.51639299182806,7.20181431750501e-11,1.03802150362972e-07
"ENSG00000132854",3.01135495116009,-20.5409637332296,3.19266706128091,-6.43379448560117,1.2445711253056e-10,1.71230358276135e-07
"ENSG00000048392",1465.25381826335,1.51758658721402,0.239976345877317,6.32390072307317,2.55041616589688e-10,3.35634767432029e-07
"ENSG00000254454",2.01554587039778,-22.9999738285247,3.6726211841253,-6.26255000868067,3.78732359284466e-10,4.77644627117592e-07
"ENSG00000134827",421.096116629262,1.99925161044493,0.320528570343108,6.23735852409299,4.45021264817093e-10,5.3879614573935e-07
"ENSG00000242634",1.66335687281173,-21.7453315509807,3.49075880564307,-6.22939961243607,4.68226069463816e-10,5.450871796358e-07
"ENSG00000228981",2.1096885230709,-22.3886968736199,3.61652318999562,-6.1906686885221,5.99095144070074e-10,6.71607845211593e-07
"ENSG00000229118",1.38635587322322,-22.710236780632,3.71251937153779,-6.11720357737151,9.52316775384423e-10,1.02945443419056e-06
